IdProvincia;IdEstacion;Fecha;Year;Dia;t_media_grados;t_max_grados;hora_temp_max;t_min_grados;hora_temp_min;humedad_media_perc;humedad_max_perc;hora_hum_max;humedad_min_perc;hora_hum_min;vel_viento_m_s;dir_viento_grad;VelVientoMa_m_s;hora_vel_max;dir_viento_vel_max_grad;radiacion_MJ_m2);precipitacion_mm;PePMon;EtPMon
5;1;22/07/2012;2012;204;20,17;30,1;16:20;8,9;05:10;45,74;91,8;05:20;8,15;17:40;1,44;0,79;6,6;13:33;14,99;30,58;0;0;6,13
5;1;23/07/2012;2012;205;20,36;32,23;16:50;7,91;05:10;45,23;90,9;02:50;16,17;17:10;1,15;285,7;4,61;14:23;354,8;31,27;0;0;6,06
5;1;24/07/2012;2012;206;22,48;33,83;15:10;9,97;05:20;40,36;75,1;04:50;14,56;15:50;1,53;272,9;6,14;14:33;274,7;30,61;0;0;6,67
5;1;25/07/2012;2012;207;23,6;31,5;10:40;15,43;04:40;48,88;74,6;04:30;26,66;10:30;2,59;245,8;9,12;15:41;29,51;20,69;0,2;0;6,09
5;1;26/07/2012;2012;208;21,76;31,5;13:20;15,43;04:30;61,15;92,6;22:30;28;11:40;3,04;101,4;11,74;15:28;303,5;22,4;10,71;6,19;6,41
5;1;27/07/2012;2012;209;18,92;26,62;14:10;12,97;02:50;74,9;96,2;03:30;46,37;15:20;2,32;296,9;12,08;17:48;234,5;20,21;5,86;2,55;4,46
5;1;28/07/2012;2012;210;18,28;26,89;14:40;10,5;05:10;74,8;98,9;05:20;38,36;15:30;1,63;245,6;8,31;15:57;229,9;27,47;0,2;0;5,13
5;1;29/07/2012;2012;211;21,03;29,7;16:30;13,1;05:20;60,75;93,8;05:40;23,52;16:50;1,88;270,4;6,26;15:36;288,7;29,35;0;0;6,15
5;1;30/07/2012;2012;212;21,6;32,57;16:50;10,23;05:20;48,71;89,4;05:40;15,84;17:10;1,73;256,7;5,78;17:03;268,8;30,01;0;0;6,56
5;1;31/07/2012;2012;213;23,06;35,36;14:10;10,84;05:20;34,82;79,1;05:20;8,08;14:10;2,76;234,8;11,8;15:37;262,4;31,02;0;0;8,47
5;1;01/08/2012;2012;214;19,77;29,63;14:50;9,17;04:30;48,28;88;04:30;13,57;18:10;2,59;251,8;8,78;15:27;309,6;30,52;0;0;6,95
5;1;02/08/2012;2012;215;19,83;29,36;16:00;10,84;05:20;54,63;94,7;05:30;18,31;17:50;1,8;276,2;6,64;15:50;302,8;29,63;0;0;6,08
5;1;03/08/2012;2012;216;19,37;30,03;16:10;8,84;05:30;53,89;96,1;05:10;20,71;17:50;1,97;282,4;7,18;16:01;288,3;29,53;0;0;6,21
5;1;04/08/2012;2012;217;20,13;28,23;15:20;11,7;04:50;44,83;80,1;04:50;17,57;15:40;2,54;283,1;8,73;13:18;289,7;28,99;0;0;6,51
5;1;05/08/2012;2012;218;16,02;23,76;12:30;9,97;04:50;68,57;93,5;16:40;37,69;13:40;2,26;259,6;8,13;12:37;322,4;21,97;3,84;0,9;4,45
5;1;06/08/2012;2012;219;16,18;24,68;15:50;9,11;05:30;65,57;95;07:00;27,33;15:20;1,64;273,2;5,21;13:03;322;26,63;0;0;4,88
5;1;07/08/2012;2012;220;21,15;30,83;15:40;9,71;03:30;52,9;90,8;03:30;20,65;12:30;2,48;171,7;8,17;07:38;181,4;28,21;0;0;6,57
5;1;08/08/2012;2012;221;25,31;34,24;17:20;17,64;23:40;44,86;68,6;22:00;15,5;17:40;3,32;182,5;8;11:24;146,9;28,25;0;0;8,37
5;1;09/08/2012;2012;222;25,96;38,56;15:20;13,7;05:30;42,88;85,1;06:00;9,35;15:10;2;234;9,72;15:07;271,2;28,02;0;0;7,58
5;1;10/08/2012;2012;223;27,82;38,91;15:50;15,78;05:20;35,27;68,68;06:00;10,62;16:20;2,34;224,1;9,72;14:09;20,68;23,05;0,2;0;7,56
5;1;11/08/2012;2012;224;24,38;35,43;14:20;14,1;05:30;36,76;74,2;05:50;10,16;12:20;3,03;257,7;10,71;14:21;255,7;26,83;0;0;8,25
5;1;12/08/2012;2012;225;19,93;28,09;16:50;13,44;05:30;46,88;80,2;05:50;15,37;16:50;2,07;282,2;6,21;16:03;280,4;27,5;0;0;5,99
5;1;13/08/2012;2012;226;19,33;27,96;15:40;10,84;05:40;54,56;89,8;05:40;22,52;15:30;1,88;263,2;6,66;15:24;348,9;27,66;0;0;5,6
5;1;14/08/2012;2012;227;21,51;31,57;16:00;10,9;05:40;46,09;85,2;05:30;19,91;14:00;2,5;232,1;9,85;16:19;269,5;27,3;0;0;6,62
5;1;15/08/2012;2012;228;17,27;23,5;15:30;11,44;23:10;64,97;94,4;07:20;31,88;17:00;3,21;238,9;11,5;05:31;295,7;15,68;0,4;0;4,31
5;1;16/08/2012;2012;229;19,17;30,7;15:50;7,17;05:30;55,1;92,6;04:00;20,58;16:40;1,46;229,4;6,4;14:56;262,8;27,9;0;0;5,53
5;1;17/08/2012;2012;230;24,9;37,42;14:50;12,77;01:40;44,24;82,1;03:00;13,23;14:50;2,07;217,8;7,74;16:05;283,8;26,58;0;0;7,2
5;1;18/08/2012;2012;231;25,08;36,55;15:00;13,57;05:00;39,82;76;05:00;13,43;16:30;1,88;219,1;7,72;15:26;190,8;26,34;0;0;6,77
5;1;19/08/2012;2012;232;24,95;35,63;15:10;14,77;05:10;38,83;71,2;05:10;15,9;15:20;2,03;241,7;9,08;16:00;280,8;22,85;0;0;6,46
5;1;20/08/2012;2012;233;25,92;35,56;14:30;15,97;05:30;38,93;69,61;04:50;18,64;15:10;2,19;234;9,79;15:48;259,2;24,05;0;0;6,68
5;1;21/08/2012;2012;234;25,24;34,9;13:30;13,44;05:40;38,27;73,4;05:40;13,83;10:30;2,32;239;8,82;12:58;301,3;26,54;0;0;6,97
5;1;22/08/2012;2012;235;23,96;35,96;14:50;13,24;06:00;37,77;76,2;04:50;10,62;16:50;2,57;251,2;9,41;15:17;285,9;27,31;0;0;7,7
5;1;23/08/2012;2012;236;21,4;30,43;15:10;11,37;05:40;49,6;85;05:40;23,45;16:20;2,86;263,5;8,88;14:31;261,5;26,24;0;0;6,39
5;1;24/08/2012;2012;237;19,27;26,62;15:20;10,04;05:40;58,58;95,1;05:50;20,79;12:40;3,28;269;9,08;11:31;285,1;26,18;0;0;5,95
5;1;25/08/2012;2012;238;19,39;26,49;14:50;12,37;23:50;54,02;91,7;05:40;20,32;17:50;2,6;280,4;7,37;12:50;274,4;23,13;0;0;5,36
5;1;26/08/2012;2012;239;17,53;28,89;15:10;6,7;05:30;52,93;96,2;05:00;16,3;16:50;1,47;278,4;6,34;15:53;316,5;26,57;0;0;5,1
5;1;27/08/2012;2012;240;21,02;31,5;14:20;9,83;05:10;31,52;66,09;00:30;11,49;16:20;3,23;230,9;10,35;15:58;273;23,34;0;0;7,17
5;1;28/08/2012;2012;241;20,31;30,3;14:20;9,63;03:40;40,44;65,55;03:30;20,38;14:20;1,78;245,6;5,8;14:36;292,5;23,08;0;0;5,29
5;1;29/08/2012;2012;242;22,87;27,89;13:30;;12:10;31,31;41,39;23:40;;12:10;3;292;8;12:34;278,8;9,52;0;;
5;1;30/08/2012;2012;243;16,35;23,82;13:30;8,56;23:30;55,7;89,8;05:00;32,68;12:00;3,38;5,66;8,62;19:20;55,35;21,4;0;0;4,8
5;1;31/08/2012;2012;244;13,71;24,09;15:30;3,1;03:50;54,8;96,1;04:40;15,77;15:40;2,6;37,62;7,78;16:31;46,79;25,08;0;0;5,13
5;1;01/09/2012;2012;245;13,1;22,76;14:50;2,83;04:40;56,4;95;05:00;24,46;14:00;2,45;31,88;7,85;14:38;42,61;22,54;0;0;4,45
5;1;02/09/2012;2012;246;13,82;23,68;15:40;2,5;05:20;46,68;84,1;05:30;20,32;14:00;2,33;31,72;7,11;16:46;0,1;25,02;0;0;4,81
5;1;03/09/2012;2012;247;14,59;24,42;14:10;3,77;05:40;59;86,4;23:20;31,21;14:30;2,9;42,74;9,91;15:37;27,71;24,27;0;0;4,88
5;1;04/09/2012;2012;248;15,21;25,55;15:30;4,03;05:20;62,24;97,4;05:40;23,92;16:40;1,96;18,09;6,28;19:11;40,53;24,08;0;0;4,59
5;1;05/09/2012;2012;249;16,69;27,96;15:40;5,3;04:20;59,34;95,7;04:50;18,71;17:10;1,22;340;5,27;13:19;348,4;23,8;0;0;4,31
5;1;06/09/2012;2012;250;20,24;30,16;15:50;7,77;05:30;47,93;91,1;05:10;19,38;16:10;1,31;89,2;5,44;13:18;89,7;21,08;0;0;4,36
5;1;07/09/2012;2012;251;22,27;31,29;13:20;11,63;03:20;40,23;67,34;23:50;19,71;13:20;2,3;196,5;7,27;14:42;195,3;21,73;0;0;5,64
5;1;08/09/2012;2012;252;19,37;29,42;13:30;11,44;03:50;50,04;77,1;05:40;23,92;13:00;1,8;220,7;10;13:44;127;19,84;0;0;4,7
5;1;09/09/2012;2012;253;19,53;27,82;13:10;11,17;04:50;56,7;83,1;23:30;29,47;15:30;1,54;232,5;8,48;15:40;290,7;17,37;0;0;3,92
5;1;10/09/2012;2012;254;18,48;26,15;14:40;11,56;23:20;59,46;91,5;05:40;29,21;16:20;2,05;241,5;7,29;11:37;274,7;19,89;0;0;4,28
5;1;11/09/2012;2012;255;18,47;28,28;15:10;9,04;05:30;52,62;84,7;03:30;21,58;15:10;1,18;228,1;6,54;13:11;28,37;22,54;0;0;4,12
5;1;12/09/2012;2012;256;19,2;27,89;14:10;10,9;05:20;53,66;84,9;05:00;28,33;16:50;2,54;314,3;9,28;21:18;53,84;21,92;0;0;5,01
5;1;13/09/2012;2012;257;14,72;22,95;15:10;7,17;05:50;60,69;93,7;05:40;31,08;14:00;2,29;42,67;9,32;16:04;28;21,88;0;0;4,06
5;1;14/09/2012;2012;258;13,98;26,29;15:20;2,96;04:50;55,07;94,6;05:30;17,98;16:10;1,29;356,7;5,5;14:57;51,24;22,84;0;0;3,96
5;1;15/09/2012;2012;259;18,48;31,22;15:30;4,7;04:30;36,77;71,8;02:20;12,96;15:30;1,25;292,8;5,75;13:00;338,8;22,64;0;0;4,43
5;1;16/09/2012;2012;260;20,47;31,15;15:10;9,97;06:00;29,81;58,31;23:10;11,36;14:20;1,76;248,8;6,17;14:57;330,2;20,49;0;0;4,99
5;1;17/09/2012;2012;261;20,39;29,03;14:00;11,76;05:10;37,58;66,42;06:50;16,44;12:10;2,03;247,1;6,69;14:44;293,5;16,47;0;0;4,64
5;1;18/09/2012;2012;262;19,71;28,21;14:30;11,63;03:00;47,83;75;23:20;27,26;14:50;1,55;318,1;6,58;14:12;327,4;16,59;0;0;3,85
5;1;19/09/2012;2012;263;17,74;26,89;14:40;10,17;05:50;62,18;93,5;06:10;33,34;15:10;2,01;16,29;6,85;12:54;47,63;20,55;0;0;4,14
5;1;20/09/2012;2012;264;19,56;28,23;12:10;9,63;03:30;58,97;86;05:50;32,14;13:00;2,47;172,7;9,47;08:31;180,7;14,97;0;0;4,2
5;1;21/09/2012;2012;265;20,3;27,29;15:00;13,5;23:00;60,87;84,4;23:10;36,49;15:00;2,27;222;6,82;08:10;187,9;15,79;0;0;3,94
5;1;22/09/2012;2012;266;19,71;29,08;14:30;10,7;05:20;54,5;90;05:30;24,19;14:40;1,86;207,3;5,54;13:49;271,6;20,49;0;0;4,39
5;1;23/09/2012;2012;267;17,28;22,63;11:00;13,64;22:00;65,4;87,8;12:50;41,06;05:10;4,68;223,3;13,55;16:17;241,6;8,25;0;0;3,74
5;1;24/09/2012;2012;268;14,96;20,23;13:40;12,03;02:40;64,47;89,8;01:20;40,98;15:20;4,82;266,9;10,61;00:11;264,1;18,42;0;0;4,01
5;1;25/09/2012;2012;269;13,55;18,76;12:30;8,43;04:00;69,92;95,6;23:30;46,4;12:30;5,64;242,9;12,73;15:38;225,1;12,8;0;0;3,3
5;1;26/09/2012;2012;270;10,26;15,37;15:30;5,7;23:10;76,4;95,8;02:20;46,47;15:30;3,31;259,4;8,2;12:39;284,2;15,94;0;0;2,65
5;1;27/09/2012;2012;271;10,27;16,17;15:00;5,03;02:20;79,3;95,9;06:40;44,2;15:20;1,5;92,2;5,83;15:10;94,9;7,29;0;0;1,77
5;1;28/09/2012;2012;272;12,94;15,17;13:00;10,57;02:40;95,7;99,1;08:10;89,8;20:00;2,67;62,61;7,58;22:36;44,73;3,4;0;0;0,84
5;1;29/09/2012;2012;273;11,37;13,77;15:10;7,1;23:00;87;97,2;00:40;67,81;16:20;5,1;43,71;10,76;12:28;53,08;5,56;0;0;1,6
5;1;30/09/2012;2012;274;9,43;16,35;15:10;3,16;06:10;79,1;97,8;06:40;44,52;16:40;1,05;54,91;5,68;09:51;94,5;16,58;0;0;2,11
5;1;01/10/2012;2012;275;11,39;20,42;15:00;2,9;03:50;73,5;98,1;04:10;39,44;16:20;0,98;230,2;4,43;12:33;330;18,85;0;0;2,47
5;1;02/10/2012;2012;276;13,6;22,76;15:10;6,23;06:10;67,84;92,3;06:10;32,21;13:40;1,34;231,2;5,84;12:25;266;17;0;0;2,83
5;1;03/10/2012;2012;277;14;23,62;15:10;6,1;06:00;62,26;93,9;06:20;19,65;16:30;1,67;216,4;6,1;15:25;281;18,71;0;0;3,38
5;1;04/10/2012;2012;278;14,04;23,41;14:10;5,5;05:10;62,01;91,5;05:40;28,93;13:50;0,96;184,7;3,89;12:54;103;18,56;0;0;2,67
5;1;05/10/2012;2012;279;15,79;26,09;15:20;7,37;05:40;57,98;89,8;02:50;19,04;15:10;1,3;200,4;3,84;13:01;273,9;18,57;0;0;3,25
5;1;06/10/2012;2012;280;15,3;21,9;15:10;7,63;05:50;68,66;91;06:40;42,98;15:10;1,78;254;6,6;14:34;272,7;14,27;0;0;2,63
5;1;07/10/2012;2012;281;17,81;26,68;15:00;9,63;04:50;68,15;95,4;06:20;38,02;15:00;1,18;166,9;5,84;13:19;93;17,01;0;0;2,87
5;1;08/10/2012;2012;282;18,53;27,02;13:40;12,23;06:30;63,25;89,8;06:30;29,4;14:20;1,97;247,3;7,17;14:33;294,2;16,66;0;0;3,6
5;1;09/10/2012;2012;283;18,12;27,36;13:40;9,77;03:50;71,2;95,5;06:10;39,63;13:40;1,85;235,2;6,49;12:41;260,2;15,74;0;0;3,22
5;1;10/10/2012;2012;284;18,09;25,42;13:00;13,3;03:40;75,4;96,6;05:30;35,02;14:10;2,52;230,7;10,38;14:13;284,2;13,33;0;0;3,37
5;1;11/10/2012;2012;285;15,11;19,29;11:40;11,9;06:30;81;96,3;06:40;58,89;11:30;3,5;262,2;9,2;12:52;267,5;11,58;0;0;2,34
5;1;12/10/2012;2012;286;12,26;18,02;14:30;6,04;23:50;75,9;93,4;23:50;46,59;14:30;1,73;317,8;6,09;13:02;342,6;13,52;0;0;2,13
5;1;13/10/2012;2012;287;9,58;17,95;15:10;3,83;04:10;70,8;96;04:30;25,47;15:10;1,48;248,6;6,26;13:36;320,4;16,01;0;0;2,35
5;1;14/10/2012;2012;288;10,08;16,96;12:40;1,56;23:50;74,4;92,4;23:50;56,98;18:20;4,1;268;14;17:27;322,8;8,94;0;0;2,18
5;1;15/10/2012;2012;289;6,7;14,35;15:20;-0,17;04:40;74,9;95,9;06:30;42,32;16:20;1,58;247,1;5,02;07:23;268;15,15;0;0;1,86
5;1;16/10/2012;2012;290;10,07;19,29;15:40;3,16;03:10;66,27;92,2;03:30;34,16;16:30;1,54;208,1;6,03;14:41;222,2;14,8;0;0;2,29
5;1;17/10/2012;2012;291;15,64;19,89;14:10;;12:21;50,88;82;20:50;;12:21;4,45;188,2;9,75;14:08;189,1;;0;;
5;1;18/10/2012;2012;292;9,2;14,84;01:10;7,5;08:30;93,3;99,3;23:10;59,25;01:00;2,6;309,7;7,28;05:14;295,1;1,84;38,57;23,31;1,34
5;1;19/10/2012;2012;293;8,41;11,36;13:40;;03:00;87,1;98,5;23:50;;03:00;1,14;348,3;4,87;03:32;300,5;;0,41;;
5;1;20/10/2012;2012;294;8,35;14,69;15:00;4,16;02:50;87,5;99,1;04:40;57,43;14:40;1,12;324,2;4,66;16:11;347,9;13,01;0,2;0;1,44
5;1;21/10/2012;2012;295;8,42;15,22;14:20;2,23;06:00;81,5;98,4;06:30;48,67;14:50;1,71;243,3;5,8;12:53;312,5;13,81;0,2;0;1,73
5;1;22/10/2012;2012;296;11,08;18,88;14:20;4,43;05:40;83,8;97;23:40;60,96;14:20;0,67;202,4;2,88;12:13;3,32;12,93;0;0;1,43
5;1;23/10/2012;2012;297;14,33;22,28;14:20;7,9;06:20;74,6;98,1;06:50;45,91;14:50;1,17;137,2;4,21;18:57;154,3;13,6;0;0;1,95
5;1;24/10/2012;2012;298;13,27;17,77;12:10;7,57;23:10;78,1;97,1;23:30;61,58;12:20;3,41;169,3;10,13;11:11;182,6;2,71;4,26;1,25;1,62
5;1;25/10/2012;2012;299;11,6;16,09;12:30;6,03;02:00;86,9;99;02:30;65,45;12:20;2,18;168,3;8,96;13:44;167,7;8,24;3,04;0,21;1,39
5;1;26/10/2012;2012;300;11,45;16,36;14:40;8,49;06:20;90;100;03:40;60,03;11:30;1,39;256,6;5,85;14:54;279,9;9,44;0,41;0;1,36
5;1;27/10/2012;2012;301;8,87;12,63;12:20;1,36;23:50;83,4;98,5;03:20;58,85;14:40;3,77;11,8;9,27;21:33;52,73;6,28;0,2;0;1,51
5;1;28/10/2012;2012;302;2,42;7,83;13:40;-2,91;06:40;79,4;96,8;05:50;53,04;15:20;1,45;94;6,54;13:10;34,95;11,18;0;0;1,08
5;1;29/10/2012;2012;303;4,45;12,88;15:10;-3,31;06:00;72,1;95,1;06:30;37,57;15:00;1,1;204,9;3,57;12:41;289,7;14,02;0,2;0;1,35
5;1;30/10/2012;2012;304;5,13;6,56;15:40;2,9;00:20;91,1;98,8;23:30;67,72;02:30;1,59;70,5;5,14;14:02;134,2;1,98;19,49;11,96;0,74
5;1;31/10/2012;2012;305;6,91;10,43;15:00;4,56;03:20;87;99,4;02:50;69,15;12:00;1,96;278,1;5,64;16:44;292,2;8,59;0;0;1,01
5;1;01/11/2012;2012;306;9,11;12,5;11:30;6,03;00:00;81,8;93,9;23:40;64,53;11:30;5,15;251,4;12,03;09:53;238,8;8,6;0,41;0;1,6
5;1;02/11/2012;2012;307;10,38;14,89;13:20;6,56;03:40;81,2;93,9;00:20;59,64;15:10;3,73;231,2;10,66;12:45;260,6;12,58;0,61;0;1,78
5;1;03/11/2012;2012;308;12,6;17,63;13:30;9,57;04:40;86,7;94,8;01:00;69,73;13:20;3,96;210,4;9,68;12:50;266,1;7,54;1,22;0;1,6
5;1;04/11/2012;2012;309;9,39;13,1;00:10;3,63;23:50;88,8;99,3;04:30;72,2;13:00;3,09;270,4;7,61;14:33;280,8;3,45;9,34;5,14;1,04
5;1;05/11/2012;2012;310;5,25;10,23;11:50;2,03;03:40;82,3;96,6;23:40;60,53;14:50;2,54;257;7,44;10:33;275,2;10,25;0;0;1,19
5;1;06/11/2012;2012;311;4,62;10,49;14:10;-0,31;07:20;79,3;98,6;07:40;52,83;15:40;2,24;55,08;8,26;12:23;39,41;12,4;0,2;0;1,26
5;1;07/11/2012;2012;312;5,36;11,5;12:10;-2,31;05:40;81,5;96,7;05:30;55,33;10:10;2,87;143;8,98;11:22;110,7;6;1,42;0;1,33
5;1;08/11/2012;2012;313;11,04;12,3;22:40;9,7;18:50;89,7;96,3;14:50;83,6;01:10;3,76;151,8;8,95;01:26;166,8;1,84;10,96;6,29;0,82
5;1;09/11/2012;2012;314;10,93;15,17;13:10;7,89;21:40;92,8;99,1;21:00;74;12:50;1,7;215,2;8,53;13:29;262,4;5,9;8,53;4,55;0,95
5;1;10/11/2012;2012;315;7,91;10,96;14:20;3,43;23:30;88,2;95,5;06:20;78,1;13:00;4,18;260,3;10,49;16:08;280,3;5,64;1,83;0;0,95
5;1;11/11/2012;2012;316;3,22;7,43;12:50;-0,44;22:40;86,9;97,2;05:00;68,71;15:30;2,99;349,4;8,33;13:19;2;6,83;0,2;0;0,89
5;1;12/11/2012;2012;317;2,08;8,42;15:10;-2,44;06:40;89,2;98,9;08:00;67,48;15:40;0,62;8,85;5,88;13:15;15,96;10,83;0;0;0,63
5;1;13/11/2012;2012;318;2,84;10,15;15:10;-2,98;07:00;87,7;98,3;07:10;58,58;15:00;0,48;20,11;4,33;12:51;35,04;11,5;0,2;0;0,65
5;1;14/11/2012;2012;319;10,27;16,95;13:10;1,03;01:40;80;95,5;02:00;58,76;13:10;1,52;120,4;5,97;23:17;180,7;7,82;0;0;1,17
5;1;15/11/2012;2012;320;12,65;14,5;11:20;10,23;06:30;77,9;91,2;06:20;69,88;14:20;2,69;148,7;7,68;13:41;158,3;2,87;0;0;1,16
5;1;16/11/2012;2012;321;11,13;13,69;12:00;8,16;03:20;79,1;93,9;03:30;66,27;14:30;3,5;148,8;10,39;11:42;162,9;8,44;0;0;1,31
5;1;17/11/2012;2012;322;10,27;14,23;12:20;5,9;22:10;80,3;96;23:20;60,25;12:30;2,62;157,1;6,92;01:50;146,4;7,17;0,2;0;1,27
5;1;18/11/2012;2012;323;7,86;11,43;12:00;2,23;21:20;88;99,5;04:40;69,49;14:20;1,66;22,73;6,69;12:01;35,52;5,03;0,81;0;0,81
5;1;19/11/2012;2012;324;6,36;14,15;13:40;0,63;05:10;87,5;99,2;07:30;57,1;14:30;0,81;253,1;5,61;15:31;292,9;10,33;0;0;0,78
5;1;20/11/2012;2012;325;6,81;13,16;11:50;0,16;06:00;85,8;99;07:20;52,22;11:50;1,27;208,5;5,76;21:18;171,5;7,3;0;0;0,95
5;1;21/11/2012;2012;326;5,64;8,7;12:10;-1,11;23:50;85,8;97,4;23:10;63,68;12:20;1,21;289,2;7,76;03:41;304,4;5,1;0;0;0,71
5;1;22/11/2012;2012;327;2,9;11,22;12:40;-4,11;06:00;85,9;97,9;01:10;51,56;12:20;0,69;261;5,02;13:35;309,6;10,39;0;0;0,64
5;1;23/11/2012;2012;328;7,24;13,49;13:50;-0,17;03:10;78,7;96,9;03:30;58,78;12:40;2,75;182,2;9,02;23:51;178;7,86;0;0;1,23
5;1;24/11/2012;2012;329;10,67;14,56;12:20;8,49;05:10;76,6;96,8;20:10;56,7;12:20;2,99;185,2;9,46;00:03;184,9;4,06;0;0;1,39
5;1;25/11/2012;2012;330;10,61;13,43;13:50;8,03;08:00;88,3;95,9;23:30;75,9;10:40;1,32;186,2;4,47;03:45;176,8;4,55;0;0;0,73
5;1;26/11/2012;2012;331;6,01;9,83;00:00;0,23;23:30;88,7;97,1;05:40;64,62;15:20;3,03;286,4;8;13:25;279,7;4,65;0;0;0,99
5;1;27/11/2012;2012;332;1,32;5,23;14:00;-0,84;06:00;89,7;97,3;17:40;71,7;14:00;3,11;283,8;7,96;17:48;258,3;6,41;0;0;0,69
5;1;28/11/2012;2012;333;1,51;5,76;15:30;-1,98;04:30;87,4;95,6;23:40;75,1;16:00;3,97;299,2;8,96;11:48;299,2;5,51;0;0;0,72
5;1;29/11/2012;2012;334;1,39;6,09;15:00;-2,11;05:50;84,5;96,9;02:20;57,59;14:30;2,96;301,4;7,65;12:34;62,03;8,34;0;0;0,89
5;1;30/11/2012;2012;335;1,28;3,43;15:20;-2,11;23:20;89,8;96,4;06:30;81,9;12:20;1,97;342;6,08;17:35;13,11;2,97;0;0;0,48
5;1;01/12/2012;2012;336;-0,15;3,03;15:50;-3,77;03:20;86;93,1;03:40;77,1;19:00;1,82;351,9;6,16;19:03;29,84;3,89;0;0;0,51
5;1;02/12/2012;2012;337;-0,87;4,68;13:00;-5,44;05:50;87,2;95,8;04:30;65,28;14:00;0,28;328,6;3,58;13:22;39,13;9,56;0;0;0,29
5;1;03/12/2012;2012;338;1,6;9,09;12:00;-4,31;01:50;81,3;95,9;01:20;49,75;13:20;1,2;244,8;5,64;21:09;238,3;9,6;0;0;0,69
5;1;04/12/2012;2012;339;5,26;9,83;12:10;1,02;23:10;84;96,1;08:00;61,2;15:50;5,46;271,8;11,32;13:45;295,3;8,14;0;0;1,28
5;1;05/12/2012;2012;340;2,28;7,36;12:50;-0,44;05:50;86,2;97,9;07:30;63,75;14:40;3,96;263,3;9,3;10:32;294,5;8,9;0;0;0,91
5;1;06/12/2012;2012;341;3,46;9,57;14:50;-1,04;00:50;86,5;95,9;17:50;62,95;12:10;0,87;200,9;4,02;10:29;145,9;5,2;0;0;0,58
5;1;07/12/2012;2012;342;5,65;9,36;14:00;2,56;19:10;93,2;99,6;21:00;81,4;14:00;0,78;321,8;4,63;22:49;330,7;3,06;0;0;0,48
5;1;08/12/2012;2012;343;2,77;7,62;13:40;-3,05;22:50;86,7;99,9;07:40;62,07;13:50;1,04;53,36;5,99;13:30;65,34;8,62;0;0;0,49
5;1;09/12/2012;2012;344;-1,42;5,55;14:40;-5,51;07:20;92,2;98,7;19:00;64,95;14:30;0,37;30,91;3,66;13:50;35,05;8,9;0;0;0,29
5;1;10/12/2012;2012;345;-1,17;4,42;13:50;-5,11;01:00;95,1;99,9;23:20;75,2;14:20;0,45;4,98;3,51;16:04;333,3;6,04;0;0;0,32
5;1;11/12/2012;2012;346;-1,72;-0,52;13:50;-2,91;06:30;99,1;100;00:10;97,9;08:50;1,03;82,3;3,76;10:54;86,5;2,38;0;0;0,28
5;1;12/12/2012;2012;347;0,63;5,03;19:50;-3,38;04:20;91,6;99;11:30;75,3;14:30;0,73;158,1;3,66;13:32;295,3;5,7;0;0;0,38
5;1;13/12/2012;2012;348;5,6;8,9;23:30;0,16;02:10;83,4;93,8;02:20;72;23:30;3,78;230,3;11,45;15:39;246,8;3,27;0;0;0,89
5;1;14/12/2012;2012;349;11,07;13,7;16:10;7,9;02:30;72,3;94,2;20:20;61,06;12:10;6,9;231,1;15,59;17:42;222,7;2,16;0;0;1,77
5;1;15/12/2012;2012;350;8,77;11,03;11:30;6,23;22:30;85,1;94,1;05:30;71,6;12:20;4,03;239,9;9,08;12:29;253,7;3,67;0;0;1,02
5;1;16/12/2012;2012;351;9,08;12,63;14:40;4,7;02:10;85,1;95,1;21:10;69,42;14:40;5,16;245,5;12,62;15:16;249,4;6,18;0;0;1,19
5;1;17/12/2012;2012;352;5,91;10,03;13:10;-0,31;23:50;88,3;96,7;21:20;68,29;12:40;2,7;249,6;7,89;00:08;277,5;6,32;0;0;0,8
5;1;18/12/2012;2012;353;6,07;10,5;13:40;-0,11;01:00;94,9;99,9;23:10;85;10:50;1,44;216,4;5,57;12:46;271,7;2,64;0;0;0,5
5;1;19/12/2012;2012;354;8,39;11,89;12:50;5,43;07:50;88,2;98,5;08:20;71,2;13:20;1,41;202,1;6,04;00:15;242,9;4,64;0;0;0,66
5;1;20/12/2012;2012;355;8,02;10,76;13:10;6,36;00:20;81,7;94;06:10;64,27;13:20;3,3;245,8;9,03;06:08;268,5;5,17;0;0;1,06
5;1;21/12/2012;2012;356;9,82;12,9;14:50;7,3;02:50;88,9;97,1;22:30;82,3;00:00;5,27;260,2;11,14;07:29;263,3;3,43;0;0;0,84
5;1;22/12/2012;2012;357;9,28;16,09;13:00;4,56;19:20;87,4;99,9;23:40;56,03;12:40;1,32;225;5,29;13:41;313;8,69;0;0;0,83
5;1;23/12/2012;2012;358;6,66;15,15;14:30;1,49;07:40;88,1;100;00:50;53,48;14:30;0,67;101,3;4,13;23:23;162;8,66;0;0;0,57
5;1;24/12/2012;2012;359;9,19;17,77;13:50;2,36;07:30;59,99;84,4;08:50;31,95;14:40;2,65;186,2;9,99;14:29;190,8;7,54;0;0;2,09
5;1;25/12/2012;2012;360;4,7;8,44;02:50;0,23;23:30;88,7;99,1;18:40;56,61;02:50;1,56;287,5;6,31;06:58;268,7;1,38;0;0;0,83
